Grid ID,Grid Square Geometric Place Expression,resourceid
E35N32-14,"GEOMETRYCOLLECTION (POLYGON ((35.0 32.25, 35.0 32.5, 35.25 32.5, 35.25 32.25, 35.0 32.25)))",a3eff9ae-6054-4dfc-9609-d1c6a5c8c9ff

